callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1 ,altitude_1,latitude_2,longitude_2,altitude_2
LLM89,YC89,155bfa,nan,nan,nan,UUDD,2022-02-22 04:00:47+00:00,2022-02-22 06:33:21+00:00,2022-02-22,64.0751518637447,62.95242919921875,10363.2,55.45243835449219,37.83441716974431,586.74
TUP952,nan,14fa18,RA-64024,T204,EDDP,UUEE,2022-02-22 04:05:08+00:00,2022-02-22 06:29:28+00:00,2022-02-22,51.40521240234375,12.24166457717483,0.0,55.98170471191406,37.56908069957386,861.0600000000001
SSF323,nan,155c1e,nan,nan,ULLI,nan,2022-02-22 04:05:53+00:00,2022-02-22 05:28:09+00:00,2022-02-22,59.79194641113281,30.27163696289062,304.8,62.75777008573888,51.10459547776443,9334.5
SDM6408,nan,155c18,nan,nan,nan,UUEE,2022-02-22 04:06:36+00:00,2022-02-22 05:48:52+00:00,2022-02-22,61.52897644042969,50.4489244733538,3657.6,55.99690246582031,37.43516401811079,571.5
AFL1343,nan,155bd2,RA-89042,SU95,nan,UUEE,2022-02-22 04:09:30+00:00,2022-02-22 04:38:40+00:00,2022-02-22,57.69097796941207,38.90489147555444,6705.6,55.9824177370233,37.48929977416992,541.02
SDM6373,nan,155c1b,nan,nan,UUEE,ULMM,2022-02-22 04:13:23+00:00,2022-02-22 06:17:21+00:00,2022-02-22,55.96939086914062,37.3835615678267,304.8,68.85319519042969,32.61906215122768,739.14
SDM6454,nan,155c3b,nan,nan,nan,ULLI,2022-02-22 04:13:42+00:00,2022-02-22 06:37:43+00:00,2022-02-22,52.87868693723517,52.47133091517858,10363.2,59.80421680515095,30.18881962217134,373.38
RWZ398,nan,155c6c,nan,nan,nan,UUDD,2022-02-22 04:17:12+00:00,2022-02-22 05:28:55+00:00,2022-02-22,57.48138427734375,48.16818237304688,9144.0,55.45069885253906,37.83649791370738,579.12
4703,nan,1506b4,RA-67252,DH8D,UHBB,nan,2022-02-22 04:27:16+00:00,2022-02-22 05:08:28+00:00,2022-02-22,50.45993041992188,127.3984728361431,914.4,49.21888965671345,131.6827794125205,7620.0
AZO254,nan,155bf7,RA-89079,SU95,nan,nan,2022-02-22 04:28:37+00:00,2022-02-22 05:01:57+00:00,2022-02-22,55.7373046875,44.58751331676136,5791.2,51.83242539228019,44.46037292480469,10972.8
LLM31,YC31,155bef,RA-89071,SU95,nan,UUDD,2022-02-22 04:28:39+00:00,2022-02-22 07:03:30+00:00,2022-02-22,65.78059309619968,62.41476307744566,10363.2,55.459716796875,37.82567804509943,640.08
RWZ1140,nan,155c34,nan,nan,nan,USSS,2022-02-22 04:29:33+00:00,2022-02-22 04:58:29+00:00,2022-02-22,53.96894034692797,62.68055635340073,10363.2,56.71206665039062,61.04209899902344,1051.56
SDM6489,nan,155c1c,nan,nan,UUEE,UWSS,2022-02-22 04:40:40+00:00,2022-02-22 05:44:51+00:00,2022-02-22,55.97022105071504,37.3893928527832,304.8,51.71456909179688,46.0814110008446,312.42
SDM6377,nan,155bd3,RA-89043,SU95,UUEE,nan,2022-02-22 04:47:18+00:00,2022-02-22 05:42:34+00:00,2022-02-22,55.97067260742188,37.39030317826704,304.8,57.64158604508739,48.00422914566533,10058.4
SSF019,nan,15069e,RA-67230,CRJ2,nan,ULLI,2022-02-22 04:52:03+00:00,2022-02-22 05:21:45+00:00,2022-02-22,59.86538644564354,34.48352682179418,8229.6,59.80311584472656,30.19601440429688,365.76
SDM6293,nan,155c24,nan,nan,UUEE,nan,2022-02-22 04:52:08+00:00,2022-02-22 06:03:29+00:00,2022-02-22,55.97008139400159,37.38947868347168,609.6,54.69003451072563,52.56766579367898,10668.0
4544,nan,1506b6,RA-67254,DH8D,UHWW,UHBB,2022-02-22 04:56:41+00:00,2022-02-22 07:04:18+00:00,2022-02-22,43.39814758300781,132.1526247956032,-304.8,50.30765339479608,127.4722867398649,647.7
LLM877,YC877,155bfe,nan,nan,nan,ULLI,2022-02-22 05:05:16+00:00,2022-02-22 07:33:17+00:00,2022-02-22,64.79759216308594,61.92125244140625,10972.8,59.80449611857786,30.18720955684267,381.0
SDM6231,nan,155c54,nan,nan,ULLI,UWWT,2022-02-22 05:06:16+00:00,2022-02-22 06:45:23+00:00,2022-02-22,59.79240417480469,30.26953125,304.8,53.47683664095604,49.65796077952665,2590.8
SDM6171,nan,155c2c,nan,nan,UUEE,nan,2022-02-22 05:08:59+00:00,2022-02-22 06:24:58+00:00,2022-02-22,55.96971130371094,37.38431063565341,304.8,52.95736021914724,52.19580950055804,10668.0
AZO298,nan,155c07,nan,nan,nan,UUWW,2022-02-22 05:10:45+00:00,2022-02-22 05:35:33+00:00,2022-02-22,55.70608365333686,34.50891494750977,9144.0,55.61940338652013,37.38527297973633,723.9000000000001
SDM6118,nan,155c25,nan,nan,UUEE,UUEE,2022-02-22 05:16:13+00:00,2022-02-22 10:53:16+00:00,2022-02-22,55.96966242386122,37.38604545593262,304.8,55.99552917480469,37.57740367542613,777.24
SDM6303,nan,155c5f,nan,nan,ULLI,nan,2022-02-22 05:19:44+00:00,2022-02-22 05:41:09+00:00,2022-02-22,59.80049262612552,30.31014278017241,304.8,61.59342956542969,33.35017613002232,11277.6
RWZ1033,nan,155c37,nan,nan,nan,nan,2022-02-22 05:23:20+00:00,2022-02-22 06:28:43+00:00,2022-02-22,56.62701416015625,60.54848670959473,2743.2,53.7249755859375,50.52847726004465,1981.2
UTA678,nan,151d58,nan,nan,nan,nan,2022-02-22 05:27:15+00:00,2022-02-22 06:07:28+00:00,2022-02-22,58.41343688964844,64.32645736202117,10363.2,55.57331667108051,57.97090530395508,9966.96
SDM6315,nan,155c28,nan,nan,ULLI,nan,2022-02-22 05:28:35+00:00,2022-02-22 06:35:40+00:00,2022-02-22,59.79977416992188,30.31118774414062,304.8,53.62128823490466,38.25592938591452,10668.0
IAE742,nan,155bf4,RA-89076,SU95,nan,ULLI,2022-02-22 05:36:31+00:00,2022-02-22 06:55:56+00:00,2022-02-22,53.93514342227224,40.40020213407629,10363.2,59.80347196934586,30.19478633485991,358.14
SDM6067,nan,155c2d,nan,nan,UUEE,nan,2022-02-22 05:45:14+00:00,2022-02-22 07:38:10+00:00,2022-02-22,55.97180382680084,37.40029335021973,304.8,43.90164650092691,47.44877406529018,6278.88
SSF151,D2151,155c1d,nan,nan,nan,UUEE,2022-02-22 05:45:40+00:00,2022-02-22 05:56:27+00:00,2022-02-22,56.38526916503906,37.54386208274148,2438.4,55.9832091250662,37.49427795410156,556.26
SDM6465,nan,155c17,nan,nan,UUEE,nan,2022-02-22 05:51:06+00:00,2022-02-22 06:06:06+00:00,2022-02-22,55.97105899099576,37.39377021789551,304.8,55.68228149414062,38.6451582475142,10248.9
SDM6891,nan,155c29,nan,nan,ULLI,nan,2022-02-22 05:54:29+00:00,2022-02-22 08:32:36+00:00,2022-02-22,59.80288696289062,30.29141235351562,304.8,44.46592712402344,37.19650268554688,9753.6
SDM6415,nan,155c26,nan,nan,UUEE,nan,2022-02-22 06:01:35+00:00,2022-02-22 06:12:16+00:00,2022-02-22,55.96975708007812,37.38780628551136,609.6,54.47195434570312,38.92787260167739,8534.4
