callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1 ,altitude_1,latitude_2,longitude_2,altitude_2
RWZ1511,nan,155c32,nan,nan,nan,nan,2022-02-10 14:44:37+00:00,2022-02-10 15:35:55+00:00,2022-02-10 00:00:00+00:00,51.03117370605469,45.29032114389781,10668.0,56.17421295683263,52.21612930297852,8008.620000000001
RFE9774,nan,140ae6,nan,nan,nan,UUWW,2022-02-10 14:46:10+00:00,2022-02-10 16:53:03+00:00,2022-02-10 00:00:00+00:00,56.85836791992188,58.60055923461914,12192.0,55.62145168498411,37.39437103271484,586.74
SDM6230,nan,155bd7,RA-89047,SU95,nan,UUEE,2022-02-10 14:53:56+00:00,2022-02-10 15:36:25+00:00,2022-02-10 00:00:00+00:00,55.90361022949219,42.12308016690341,7924.8,56.00183002019332,37.46818542480469,571.5
AFL1242,SU1242,155bc1,RA-89025,SU95,UUEE,nan,2022-02-10 15:02:36+00:00,2022-02-10 16:37:27+00:00,2022-02-10 00:00:00+00:00,55.96887103581832,37.38012313842773,304.8,53.00107277045815,52.04270717075893,9448.8
RWZ1039,nan,155c39,nan,nan,UWKD,nan,2022-02-10 15:08:00+00:00,2022-02-10 15:39:25+00:00,2022-02-10 00:00:00+00:00,55.53437805175781,49.29698597301136,1219.2,52.36637956005031,46.71841866629465,5036.820000000001
AZO607,nan,155c33,nan,nan,nan,ULLI,2022-02-10 15:13:34+00:00,2022-02-10 16:38:25+00:00,2022-02-10 00:00:00+00:00,53.0702493958554,40.13619559151786,10972.8,59.78568901449947,30.31383645945582,266.7
SDM6483,nan,155c1b,nan,nan,UUEE,ULMM,2022-02-10 15:14:53+00:00,2022-02-10 17:22:08+00:00,2022-02-10 00:00:00+00:00,55.96733093261719,37.37648703835227,609.6,68.84994506835938,32.62507847377232,838.2
AZO758,nan,155bf7,RA-89079,SU95,nan,nan,2022-02-10 15:16:24+00:00,2022-02-10 15:41:59+00:00,2022-02-10 00:00:00+00:00,57.28895284361758,37.73458173198085,10363.2,54.02740995762711,38.3118304084329,10668.0
SSF157,nan,15069e,RA-67230,CRJ2,nan,UUEE,2022-02-10 15:17:32+00:00,2022-02-10 15:31:02+00:00,2022-02-10 00:00:00+00:00,56.46066284179688,37.44157270951704,2743.2,55.98770141601562,37.52430308948863,548.64
RA01518,nan,1405ee,nan,nan,nan,UUMO,2022-02-10 15:21:15+00:00,2022-02-10 17:21:03+00:00,2022-02-10 00:00:00+00:00,51.74171447753906,46.0562463708826,914.4,55.51020812988281,37.55418257279829,358.14
RWZ390,nan,155c34,nan,nan,nan,UUDD,2022-02-10 15:21:30+00:00,2022-02-10 16:13:57+00:00,2022-02-10 00:00:00+00:00,53.92533874511719,44.59444754464286,5486.400000000001,55.29542541503906,38.02279304055607,975.36
IAE444,nan,155bf5,RA-89077,SU95,nan,UUDD,2022-02-10 15:23:00+00:00,2022-02-10 17:44:29+00:00,2022-02-10 00:00:00+00:00,41.68301339876854,44.68261009038881,10363.2,55.3245415121822,37.98797607421875,708.6600000000001
RA67326,nan,1506fe,nan,nan,UUBM,nan,2022-02-10 15:23:25+00:00,2022-02-10 15:48:55+00:00,2022-02-10 00:00:00+00:00,55.55376473119703,37.94943809509277,304.8,53.76299324682203,38.75685747931986,8839.2
SDM6421,nan,155c1a,nan,nan,UUEE,nan,2022-02-10 15:25:42+00:00,2022-02-10 15:57:54+00:00,2022-02-10 00:00:00+00:00,55.9706400208554,37.39265441894531,304.8,53.513671875,39.00680106026786,10668.0
SDM6235,nan,155c24,nan,nan,UUEE,nan,2022-02-10 15:30:51+00:00,2022-02-10 15:58:52+00:00,2022-02-10 00:00:00+00:00,55.96412270756091,37.36295700073242,914.4,56.217041015625,41.663818359375,9418.32
RA67137,nan,150641,nan,nan,EDDL,LIPZ,2022-02-10 15:34:36+00:00,2022-02-10 16:50:57+00:00,2022-02-10 00:00:00+00:00,51.29287719726562,6.779826396220439,-304.8,45.49224336268538,12.33523485137195,-68.58
SDM7004,nan,155c14,nan,nan,nan,UUEE,2022-02-10 15:37:04+00:00,2022-02-10 18:06:23+00:00,2022-02-10 00:00:00+00:00,43.52876307600636,47.37075805664062,7924.8,55.98829650878906,37.52854780717329,548.64
AZO647,nan,155c5b,nan,nan,nan,nan,2022-02-10 15:39:04+00:00,2022-02-10 17:06:48+00:00,2022-02-10 00:00:00+00:00,52.72499084472656,33.91151428222656,10972.8,54.96236510195974,21.32945667613636,2377.44
AZO239,nan,155c5c,nan,nan,nan,URWA,2022-02-10 15:49:37+00:00,2022-02-10 16:06:05+00:00,2022-02-10 00:00:00+00:00,45.933325816009,46.95144653320312,5486.400000000001,46.28196716308594,48.02144120379192,-91.44
61735,nan,14f127,nan,nan,nan,UUMU,2022-02-10 15:54:03+00:00,2022-02-10 17:17:34+00:00,2022-02-10 00:00:00+00:00,55.41178040585275,52.69542347301136,9753.6,55.84538269042969,38.13562566583806,487.68
SDM6492,nan,155be2,RA-89058,SU95,nan,UUEE,2022-02-10 15:59:00+00:00,2022-02-10 17:20:59+00:00,2022-02-10 00:00:00+00:00,51.72019958496094,46.08497413429054,914.4,55.98358154296875,37.49717018821023,449.58
SDM6070,nan,155c2d,nan,nan,nan,UUEE,2022-02-10 16:01:26+00:00,2022-02-10 18:24:29+00:00,2022-02-10 00:00:00+00:00,43.50077819824219,47.52404501271803,6705.6,56.00253295898438,37.47311678799716,518.1600000000001
AZO316,nan,155bf8,RA-89080,SU95,UWKD,nan,2022-02-10 16:07:13+00:00,2022-02-10 16:50:58+00:00,2022-02-10 00:00:00+00:00,55.50347900390625,49.31629527698863,1524.0,50.96818542480469,45.56475665118244,10972.8
SDM6469,nan,155c17,nan,nan,UUEE,nan,2022-02-10 16:08:31+00:00,2022-02-10 16:34:22+00:00,2022-02-10 00:00:00+00:00,55.97045381190413,37.3905086517334,304.8,54.23286437988281,38.20534842354911,10058.4
RWZ1322,nan,155c37,nan,nan,nan,UWWW,2022-02-10 16:14:08+00:00,2022-02-10 16:48:45+00:00,2022-02-10 00:00:00+00:00,52.68869018554688,43.81546020507812,10058.4,53.67673195014565,50.01517800723805,1120.14
GZP9620,nan,142587,RA-09607,FA7X,ULLI,UUMO,2022-02-10 16:19:54+00:00,2022-02-10 17:25:57+00:00,2022-02-10 00:00:00+00:00,59.80567932128906,30.27410888671875,304.8,55.5098876953125,37.54852294921875,350.52
GZP9630,nan,142580,nan,nan,ULLI,UUMO,2022-02-10 16:21:43+00:00,2022-02-10 17:38:10+00:00,2022-02-10 00:00:00+00:00,59.80542716333422,30.27576314991918,0.0,55.51014528436176,37.55109786987305,365.76
N870SP,nan,157efe,nan,nan,KAND,KAND,2022-02-10 16:22:36+00:00,2022-02-10 17:01:15+00:00,2022-02-10 00:00:00+00:00,34.49057006835938,-82.71337392378825,304.8,34.50814974510063,-82.69145965576172,274.32
NWC9058,nan,151d44,nan,nan,nan,UUDD,2022-02-10 16:27:00+00:00,2022-02-10 18:32:10+00:00,2022-02-10 00:00:00+00:00,67.07904052734375,51.81689718495245,10668.0,55.26919555664062,38.0541363884421,1196.34
RSD033,nan,14fc13,nan,nan,nan,ULLI,2022-02-10 16:39:30+00:00,2022-02-10 18:02:10+00:00,2022-02-10 00:00:00+00:00,53.9197998046875,39.17238071986608,10058.4,59.78173828125,30.33993530273438,342.9
AZO202,nan,155c21,nan,nan,UUWW,nan,2022-02-10 16:39:45+00:00,2022-02-10 16:51:54+00:00,2022-02-10 00:00:00+00:00,55.55492853714247,37.16940879821777,914.4,54.34075927734375,38.0126953125,9037.32
RA64056,nan,14fa38,nan,nan,nan,ULLI,2022-02-10 16:40:01+00:00,2022-02-10 17:02:55+00:00,2022-02-10 00:00:00+00:00,58.88484191894531,32.34530639648438,7010.400000000001,59.78433899960275,30.32586459455819,304.8
SDM6256,nan,155c0b,nan,nan,nan,UUEE,2022-02-10 16:41:39+00:00,2022-02-10 17:23:17+00:00,2022-02-10 00:00:00+00:00,52.82608290850106,37.0074462890625,10363.2,55.98348999023438,37.49600497159091,441.96
SDM6108,nan,155c52,nan,nan,nan,ULLI,2022-02-10 16:44:03+00:00,2022-02-10 17:56:59+00:00,2022-02-10 00:00:00+00:00,56.57221984863281,42.07022927024148,9448.8,59.78700256347656,30.30496215820312,228.6
SSF158,nan,15069e,RA-67230,CRJ2,UUEE,nan,2022-02-10 16:51:14+00:00,2022-02-10 17:10:59+00:00,2022-02-10 00:00:00+00:00,55.96096801757812,37.33470569957386,914.4,57.07887268066406,38.40854644775391,8229.6
RWZ1040,nan,155c39,nan,nan,nan,UWKD,2022-02-10 16:56:31+00:00,2022-02-10 17:35:44+00:00,2022-02-10 00:00:00+00:00,51.71362408136917,46.12716674804688,609.6,55.5162901797537,48.83929252624512,1722.12
SDM6336,nan,155be6,RA-89062,SU95,nan,UUEE,2022-02-10 17:05:21+00:00,2022-02-10 17:29:47+00:00,2022-02-10 00:00:00+00:00,57.59870910644531,38.78096580505371,9144.0,55.98623502052436,37.51444816589355,510.54
SDM6380,nan,155c0f,nan,nan,nan,UUEE,2022-02-10 17:10:32+00:00,2022-02-10 18:28:44+00:00,2022-02-10 00:00:00+00:00,56.8160752118644,51.02511498235887,10058.4,55.99594116210938,37.58015025745738,746.76
AZO240,nan,155c5c,nan,nan,URWA,nan,2022-02-10 17:17:02+00:00,2022-02-10 17:27:53+00:00,2022-02-10 00:00:00+00:00,46.28388977050781,47.99906660870808,-304.8,46.13117282673464,46.77250671386719,7962.900000000001
AZV744,nan,151d4a,nan,nan,nan,UUWW,2022-02-10 17:24:57+00:00,2022-02-11 03:16:56+00:00,2022-02-11 00:00:00+00:00,18.6166123212394,106.9793701171875,8229.6,55.62308101330773,37.4018383026123,579.12
RWZ1084,nan,155c32,nan,nan,nan,nan,2022-02-10 17:25:44+00:00,2022-02-10 17:36:09+00:00,2022-02-10 00:00:00+00:00,56.3216904462394,55.92023849487305,9448.8,56.42964508573888,58.13346862792969,8168.64
SSF056,nan,1506a8,RA-67240,CRJ2,nan,ULLI,2022-02-10 17:27:00+00:00,2022-02-10 18:16:35+00:00,2022-02-10 00:00:00+00:00,63.72582387115995,32.8201171875,10058.4,59.78559591002383,30.31440471780711,266.7
SSF153,nan,155c1f,nan,nan,nan,UUEE,2022-02-10 17:37:04+00:00,2022-02-10 17:50:43+00:00,2022-02-10 00:00:00+00:00,56.644995737884,37.42253457346271,3048.0,55.98358154296875,37.49642372131348,441.96
AZO215,nan,155c06,nan,nan,nan,nan,2022-02-10 17:38:41+00:00,2022-02-10 18:19:52+00:00,2022-02-10 00:00:00+00:00,51.16346973483845,45.36712646484375,10668.0,55.48733468783104,48.82169723510742,1851.66
RWZ782,nan,155c60,nan,nan,nan,ULLI,2022-02-10 17:42:39+00:00,2022-02-10 19:36:52+00:00,2022-02-10 00:00:00+00:00,56.00971984863281,47.20234264026988,2743.2,59.79496765136719,30.34432983398438,289.56
SDM6236,nan,155c24,nan,nan,nan,UUEE,2022-02-10 17:48:54+00:00,2022-02-10 18:28:29+00:00,2022-02-10 00:00:00+00:00,55.99871102025953,42.44988441467285,7924.8,56.00057310977224,37.46011734008789,510.54
SSF021,nan,1506a7,RA-67239,CRJ2,nan,ULLI,2022-02-10 17:51:02+00:00,2022-02-10 18:30:59+00:00,2022-02-10 00:00:00+00:00,59.74071955276747,35.52438670191272,8229.6,59.78685282044491,30.30569142308729,259.08
61729,nan,14f121,RA-61729,A148,nan,nan,2022-02-10 17:52:50+00:00,2022-02-10 19:21:23+00:00,2022-02-10 00:00:00+00:00,54.98796883275953,20.33552689985795,3352.8,60.66288757324219,30.29186380320582,701.0400000000001
AZO304,nan,155c33,nan,nan,ULLI,nan,2022-02-10 18:02:09+00:00,2022-02-10 19:01:56+00:00,2022-02-10 00:00:00+00:00,59.80311584472656,30.197021484375,609.6,54.22247314453125,38.39627511160715,10668.0
AFL1342,SU1342,155bd1,RA-89041,SU95,UUEE,nan,2022-02-10 18:06:37+00:00,2022-02-10 18:34:52+00:00,2022-02-10 00:00:00+00:00,55.97268676757812,37.40611683238636,304.8,57.48367309570312,39.43456649780273,4549.14
AZO301,nan,155c3d,nan,nan,nan,UUWW,2022-02-10 18:12:27+00:00,2022-02-10 18:37:56+00:00,2022-02-10 00:00:00+00:00,53.68674068127648,37.44205250459559,10668.0,55.61968269994703,37.38681793212891,601.98
RWZ1034,nan,155c37,nan,nan,UWWW,nan,2022-02-10 18:28:48+00:00,2022-02-10 18:43:26+00:00,2022-02-10 00:00:00+00:00,53.4822367005429,50.25849286247702,1219.2,54.45536467988612,52.38630814985795,10058.4
RA67242,nan,1506aa,RA-67242,GLEX,UUWW,nan,2022-02-10 18:29:40+00:00,2022-02-10 23:25:14+00:00,2022-02-10 00:00:00+00:00,55.56239318847656,37.17973188920454,914.4,52.05189514160156,106.9712066650391,4366.26
SDM6470,nan,155c17,nan,nan,nan,UUEE,2022-02-10 18:30:32+00:00,2022-02-10 19:11:43+00:00,2022-02-10 00:00:00+00:00,53.16787719726562,37.27009800502233,10363.2,55.98701477050781,37.51989191228693,518.1600000000001
SDM6262,nan,155c10,nan,nan,nan,UUEE,2022-02-10 18:45:31+00:00,2022-02-10 20:20:33+00:00,2022-02-10 00:00:00+00:00,55.41183471679688,53.32246668198529,10363.2,55.98435974121094,37.50208074396306,464.8200000000001
AFL1243,SU1243,155bc1,RA-89025,SU95,nan,UUEE,2022-02-10 18:51:02+00:00,2022-02-10 20:29:21+00:00,2022-02-10 00:00:00+00:00,52.87980419094279,52.46803501674108,10363.2,55.98257446289062,37.49001242897727,419.1
RWZ397,nan,155c34,nan,nan,UUDD,nan,2022-02-10 18:54:36+00:00,2022-02-10 19:42:34+00:00,2022-02-10 00:00:00+00:00,55.42467537572828,37.86762584339488,609.6,57.65545861195709,47.63999692855343,9525.0
AZO291,nan,155c07,nan,nan,nan,UUWW,2022-02-10 18:55:30+00:00,2022-02-10 19:23:28+00:00,2022-02-10 00:00:00+00:00,53.63860566737288,37.39641077378216,10363.2,55.62062072753906,37.39071932705966,601.98
RWZ1108,nan,155c6b,nan,nan,nan,nan,2022-02-10 19:01:30+00:00,2022-02-10 19:17:26+00:00,2022-02-10 00:00:00+00:00,43.36839061672404,51.2680925641741,10363.2,43.18739318847656,49.08570045648619,7345.68
SSF154,nan,155c1f,nan,nan,UUEE,nan,2022-02-10 19:07:48+00:00,2022-02-10 19:21:21+00:00,2022-02-10 00:00:00+00:00,55.96379684189618,37.36166954040527,914.4,56.95270602985963,37.20785817792339,8839.2
IAE475,nan,155bf5,RA-89077,SU95,UUDD,nan,2022-02-10 19:12:15+00:00,2022-02-10 23:20:54+00:00,2022-02-10 00:00:00+00:00,55.42635125628972,37.86529541015625,609.6,53.13633728027344,90.03342982700893,10668.0
SDM6422,nan,155c1a,nan,nan,nan,UUEE,2022-02-10 19:15:49+00:00,2022-02-10 20:01:32+00:00,2022-02-10 00:00:00+00:00,53.19705769167108,40.04508523380055,10363.2,55.98431396484375,37.50158136541193,464.8200000000001
SDM6896,FV6896,155c3c,nan,nan,nan,ULLI,2022-02-10 19:21:32+00:00,2022-02-10 20:42:37+00:00,2022-02-10 00:00:00+00:00,52.9910888671875,37.24754333496094,10972.8,59.79469299316406,30.3460693359375,297.18
SSF022,nan,1506a7,RA-67239,CRJ2,ULLI,nan,2022-02-10 19:31:22+00:00,2022-02-10 19:57:56+00:00,2022-02-10 00:00:00+00:00,59.81277465820312,30.23016357421875,304.8,59.45032669326006,35.39510792699353,8229.6
SDM6113,nan,155c23,nan,nan,UUEE,nan,2022-02-10 19:37:03+00:00,2022-02-10 19:56:57+00:00,2022-02-10 00:00:00+00:00,55.97016906738281,37.38922119140625,304.8,53.99314751059322,38.15172083237591,10668.0
SDM6484,nan,155c1b,nan,nan,ULMM,UUEE,2022-02-10 19:43:00+00:00,2022-02-10 21:40:29+00:00,2022-02-10 00:00:00+00:00,68.73284912109375,32.77914864676339,1219.2,55.98641967773438,37.49791925603693,457.2
SDM6247,nan,155c51,nan,nan,UUEE,nan,2022-02-10 19:48:19+00:00,2022-02-10 20:56:13+00:00,2022-02-10 00:00:00+00:00,55.97007751464844,37.38855535333806,304.8,55.82180786132812,51.43216219815341,3825.24
AZO216,nan,155c06,nan,nan,UWKD,nan,2022-02-10 19:50:16+00:00,2022-02-10 20:33:13+00:00,2022-02-10 00:00:00+00:00,55.51611328125,49.44172252308238,1828.8,51.06028747558594,45.59882911475929,10972.8
SDM6227,nan,155c24,nan,nan,UUEE,nan,2022-02-10 20:12:07+00:00,2022-02-10 21:38:41+00:00,2022-02-10 00:00:00+00:00,55.96861267089844,37.38039883700284,304.8,55.88813781738281,56.18990811434659,10668.0
TUP953,nan,14fa18,RA-64024,T204,UUEE,EDDP,2022-02-10 20:22:38+00:00,2022-02-10 23:38:17+00:00,2022-02-10 00:00:00+00:00,55.96330261230469,37.39604603160511,304.8,51.43437194824219,12.27670205605997,114.3
SDM6407,nan,155c0b,nan,nan,UUEE,UUYY,2022-02-10 20:24:32+00:00,2022-02-10 21:46:26+00:00,2022-02-10 00:00:00+00:00,55.96915034924523,37.3853588104248,304.8,61.82711791992188,50.88945661272322,1348.74
FV6375,nan,155bd7,RA-89047,SU95,UUEE,nan,2022-02-10 20:28:12+00:00,2022-02-10 21:34:56+00:00,2022-02-10 00:00:00+00:00,55.97062683105469,37.39246715198863,304.8,57.35494995117188,51.11526489257812,9631.68
TUP9633,nan,14fa33,RA-64051,T204,UUWW,nan,2022-02-10 20:34:39+00:00,2022-02-11 00:41:42+00:00,2022-02-11 00:00:00+00:00,55.56419243246822,37.18683242797852,914.4,56.66217041015625,89.58269119262695,8465.82
SDM6595,nan,155c54,nan,nan,ULLI,nan,2022-02-10 20:36:38+00:00,2022-02-10 22:08:10+00:00,2022-02-10 00:00:00+00:00,59.80812719312765,30.25653707570043,0.0,55.62568793862552,48.53090286254883,2072.64
AZO292,nan,155c07,nan,nan,UUWW,nan,2022-02-10 20:38:46+00:00,2022-02-10 20:52:56+00:00,2022-02-10 00:00:00+00:00,55.52980041503906,37.13786732066761,1219.2,54.043212890625,38.2781720842634,9936.48
AZO325,nan,155bf8,RA-89080,SU95,nan,nan,2022-02-10 20:42:05+00:00,2022-02-10 21:16:49+00:00,2022-02-10 00:00:00+00:00,50.79039001464844,46.81266990867821,10668.0,53.21109008789062,52.99420166015626,10668.0
61729,nan,14f121,RA-61729,A148,nan,UUMU,2022-02-10 20:49:30+00:00,2022-02-10 21:58:10+00:00,2022-02-10 00:00:00+00:00,60.6610107421875,29.98150003367457,1828.8,55.83920288085938,38.14919211647727,533.4
SDM6587,nan,155c52,nan,nan,ULLI,UUYY,2022-02-10 20:49:35+00:00,2022-02-10 22:20:02+00:00,2022-02-10 00:00:00+00:00,59.80822029760328,30.25625294652479,0.0,61.83055114746094,50.87023053850447,1158.24
JSI9152,nan,1427dc,RA-10204,G650,nan,UUEE,2022-02-10 20:49:35+00:00,2022-02-11 06:52:14+00:00,2022-02-11 00:00:00+00:00,12.21762084960938,-61.59603250437772,3048.0,55.98728942871094,37.52147327769886,nan
AFL1222,SU1222,155bd2,RA-89042,SU95,UUEE,nan,2022-02-10 21:06:12+00:00,2022-02-10 21:33:29+00:00,2022-02-10 00:00:00+00:00,55.9720458984375,37.40145596590909,304.8,56.09243774414062,41.51708429509943,8237.220000000001
IAE322,nan,155bf3,RA-89075,SU95,UWWW,USPP,2022-02-10 21:18:34+00:00,2022-02-10 22:17:44+00:00,2022-02-10 00:00:00+00:00,53.41786193847656,50.31840297154018,1828.8,57.93370056152344,56.05880245085686,220.98
AZO249,nan,155c21,nan,nan,nan,nan,2022-02-10 21:29:25+00:00,2022-02-10 22:12:46+00:00,2022-02-10 00:00:00+00:00,50.99789428710938,45.2519432274071,10972.8,54.46522521972656,52.70698996151194,10668.0
SDM6467,nan,155be2,RA-89058,SU95,UUEE,nan,2022-02-10 21:30:14+00:00,2022-02-10 21:48:28+00:00,2022-02-10 00:00:00+00:00,55.97021484375,37.39038640802556,304.8,54.40155029296875,37.78065074573863,8839.2
IAE105,nan,155bca,RA-89034,SU95,UIII,UHBB,2022-02-10 21:31:04+00:00,2022-02-11 01:08:58+00:00,2022-02-11 00:00:00+00:00,52.26475602489406,104.4037824358259,304.8,50.30648958885063,127.4773345122466,990.6
AZO627,nan,155c05,nan,nan,nan,USPP,2022-02-10 21:33:24+00:00,2022-02-10 22:58:12+00:00,2022-02-10 00:00:00+00:00,51.02139230501854,45.64369201660156,10668.0,57.93002371060646,56.05142211914062,190.5
AFL1244,SU1244,155bc1,RA-89025,SU95,UUEE,nan,2022-02-10 21:53:10+00:00,2022-02-10 23:11:43+00:00,2022-02-10 00:00:00+00:00,55.96989440917969,37.3853926225142,304.8,52.99692962129237,52.05698939732143,10058.4
SDM6263,nan,155c2d,nan,nan,UUEE,nan,2022-02-10 22:05:14+00:00,2022-02-10 23:18:28+00:00,2022-02-10 00:00:00+00:00,55.97044372558594,37.39471435546875,304.8,54.64961242675781,52.7560245289522,10675.62
SDM6505,nan,155c2a,nan,nan,UUEE,nan,2022-02-10 22:10:46+00:00,2022-02-10 23:48:20+00:00,2022-02-10 00:00:00+00:00,55.96295890161547,37.35669136047363,609.6,61.18733034295551,57.70701090494792,10668.0
RWZ1488,nan,155c6b,nan,nan,nan,USPP,2022-02-10 22:25:22+00:00,2022-02-11 01:00:11+00:00,2022-02-11 00:00:00+00:00,43.42936706542969,47.52340627271076,7620.0,57.92935180664062,56.05020830708165,190.5
LLM90,YC90,155bf9,RA-89081,SU95,UUDD,nan,2022-02-10 23:04:37+00:00,2022-02-11 01:06:16+00:00,2022-02-11 00:00:00+00:00,55.4256591796875,37.86591473747702,609.6,64.81558227539062,61.70218505859375,10668.0
GZP947,nan,155bbc,RA-89020,SU95,UUWW,nan,2022-02-10 23:23:03+00:00,2022-02-11 01:26:29+00:00,2022-02-11 00:00:00+00:00,55.56340104442531,37.18262672424316,914.4,64.8153076171875,61.70108642578125,10058.4
AZO327,nan,155c30,nan,nan,nan,nan,2022-02-10 23:36:13+00:00,2022-02-11 00:06:23+00:00,2022-02-11 00:00:00+00:00,50.98127746582031,45.8624267578125,10058.4,53.68087509931144,50.5231341193704,10058.4
TUL9742,nan,1506a9,RA-67241,GL6T,UUWW,nan,2022-02-10 23:37:05+00:00,2022-02-11 00:26:02+00:00,2022-02-11 00:00:00+00:00,55.56982525324417,37.21146583557129,914.4,55.73533630371094,48.47767223011363,2263.14
FV6376,nan,155bd7,RA-89047,SU95,nan,UUEE,2022-02-10 23:44:37+00:00,2022-02-11 01:02:57+00:00,2022-02-11 00:00:00+00:00,56.82801818847656,51.31842613220215,9753.6,55.98558328919491,37.49307632446289,449.58
GZP945,nan,155bd8,RA-89048,SU95,UUWW,nan,2022-02-11 00:03:49+00:00,2022-02-11 02:06:50+00:00,2022-02-11 00:00:00+00:00,55.5782512082892,37.19635963439941,914.4,64.81914972854872,61.73286437988281,10058.4
LLM173,nan,155bec,RA-89068,SU95,UUDD,nan,2022-02-11 00:18:33+00:00,2022-02-11 02:18:09+00:00,2022-02-11 00:00:00+00:00,55.48576354980469,37.7680830522017,1219.2,64.81690979003906,61.712841796875,10066.02
LLM846,YC846,155c04,nan,nan,nan,nan,2022-02-11 00:26:05+00:00,2022-02-11 02:29:37+00:00,2022-02-11 00:00:00+00:00,59.84052755064883,30.03860999797952,1828.8,66.3210645772643,61.28603727921196,10690.86
LLM32,YC32,155bed,RA-89069,SU95,UUDD,nan,2022-02-11 00:31:26+00:00,2022-02-11 02:36:53+00:00,2022-02-11 00:00:00+00:00,55.42643737792969,37.86559161017923,304.8,65.7733309471001,62.38443125849185,10675.62
4702,nan,1506bc,RA-67260,DH8D,nan,UHBB,2022-02-11 00:45:33+00:00,2022-02-11 01:24:21+00:00,2022-02-11 00:00:00+00:00,49.13579391220868,131.9546910336143,7315.200000000001,50.31944274902344,127.4512361225329,571.5
GZP215,nan,155bd9,RA-89049,SU95,UUWW,nan,2022-02-11 00:50:29+00:00,2022-02-11 02:53:59+00:00,2022-02-11 00:00:00+00:00,55.57722473144531,37.21685236150568,914.4,64.80564880371094,61.770849609375,10058.4
AZO628,nan,155c05,nan,nan,USPP,nan,2022-02-11 01:05:40+00:00,2022-02-11 02:30:40+00:00,2022-02-11 00:00:00+00:00,57.90330505371094,55.9989978421119,304.8,50.87434387207031,46.7727331213049,10363.2
AZO308,nan,155c20,nan,nan,nan,nan,2022-02-11 01:05:53+00:00,2022-02-11 01:36:58+00:00,2022-02-11 00:00:00+00:00,53.32693843518273,49.8722749597886,3352.8,50.9723727985964,45.58158874511719,10972.8
AZO250,A4250,155c21,nan,nan,nan,nan,2022-02-11 01:12:18+00:00,2022-02-11 01:58:27+00:00,2022-02-11 00:00:00+00:00,53.999267578125,53.63038853236608,10972.8,50.74740600585938,46.38598467852619,10980.42
RSD067,nan,151d42,RA-73026,A319,EDDB,UUWW,2022-02-11 01:16:26+00:00,2022-02-11 03:14:44+00:00,2022-02-11 00:00:00+00:00,52.37452697753906,13.5137939453125,0.0,55.61865855071504,37.38218307495117,624.84
RWZ1092,nan,155c39,nan,nan,UNWW,nan,2022-02-11 01:24:51+00:00,2022-02-11 01:50:21+00:00,2022-02-11 00:00:00+00:00,53.86475643869174,86.86534208409927,914.4,54.49562072753906,82.0099505256204,10972.8
LLM291,nan,155bf1,RA-89073,SU95,nan,nan,2022-02-11 01:25:00+00:00,2022-02-11 02:35:59+00:00,2022-02-11 00:00:00+00:00,51.02938842773438,45.28794572160051,10668.0,56.30094909667969,58.60015869140624,11285.22
AFL1245,SU1245,155bc1,RA-89025,SU95,nan,UUEE,2022-02-11 01:34:37+00:00,2022-02-11 03:08:37+00:00,2022-02-11 00:00:00+00:00,52.86859130859375,52.50640869140625,10363.2,55.9830322265625,37.49300870028409,434.34
AZO328,nan,155c30,nan,nan,nan,nan,2022-02-11 01:38:02+00:00,2022-02-11 02:26:18+00:00,2022-02-11 00:00:00+00:00,55.44059624106197,51.56383167613636,3962.4,51.05625915527344,45.6121166332348,10972.8
IAE476,nan,155bf5,RA-89077,SU95,nan,UUDD,2022-02-11 01:46:53+00:00,2022-02-11 06:08:27+00:00,2022-02-11 00:00:00+00:00,53.06350708007812,90.04356384277344,10363.2,55.30834133342161,38.00745183771306,845.82
SDM6454,nan,155c5a,nan,nan,nan,ULLI,2022-02-11 02:01:33+00:00,2022-02-11 04:13:23+00:00,2022-02-11 00:00:00+00:00,53.06309509277344,52.24609375,10363.2,59.78704833984375,30.30496215820312,220.98
AZO326,nan,155bf8,RA-89080,SU95,nan,nan,2022-02-11 02:06:00+00:00,2022-02-11 02:45:26+00:00,2022-02-11 00:00:00+00:00,53.20477294921875,53.07353864397322,10972.8,50.78607074284957,46.63673400878906,10972.8
SDM6264,nan,155c2d,nan,nan,nan,UUEE,2022-02-11 02:08:32+00:00,2022-02-11 03:38:59+00:00,2022-02-11 00:00:00+00:00,54.7738037109375,53.81467033835018,10972.8,55.98367309570312,37.49750310724431,457.2
SDM6596,nan,155c54,nan,nan,nan,ULLI,2022-02-11 02:17:41+00:00,2022-02-11 04:09:23+00:00,2022-02-11 00:00:00+00:00,55.56922007415254,49.03558731079102,2133.6,59.78955285023834,30.28798070447198,167.64
IAE105,nan,155bca,RA-89034,SU95,UHBB,UHWW,2022-02-11 02:30:22+00:00,2022-02-11 04:13:10+00:00,2022-02-11 00:00:00+00:00,50.49558477886652,127.3913739178632,914.4,43.40702897411282,132.174551827567,-38.1
AZO127,nan,155c5b,nan,nan,nan,nan,2022-02-11 02:31:35+00:00,2022-02-11 03:13:07+00:00,2022-02-11 00:00:00+00:00,53.90334824384269,53.25210571289062,10363.2,50.87614932302701,46.77719116210938,10378.44
